aay	Ama	Ance	Antp	apt	Blimp-1	bmm	bowl	brk	Btk29A	bun	cad	CenG1A	CG10479	CG11208	CG14427	CG17724	CG17786	CG43394	CG8147	cnc	croc	Cyp310a1	D	dan	danr	Dfd	disco	Doc2	Doc3	dpn	edl	ems	erm	Esp	E(spl)m5-HLH	eve	exex	fj	fkh	ftz	gk	gt	h	hb	hkb	htl	Ilp4	ImpE2	ImpL2	ken	kni	knrl	Kr	lok	Mdr49	Mes2	MESR3	mfas	Nek2	NetA	noc	nub	numb	oc	odd	peb	prd	pxb	rau	rho	run	sna	srp	tkv	tll	toc	Traf4	trn	tsh	twi	zen	zen2	zfh1
0.108799	0.199642	0.095224	0.103276	0.338579	0.904279	0.897135	0.336731	0.213501	0.317633	0.539961	0.404116	0.180112	0.297967	0.693508	0.289149	0.237593	0.23429	0.190586	0.11121	0.269366	0.294886	0.224592	0.067341	0.584	0.637584	0.296312	0.435367	0.108163	0.452795	0.104747	0.178262	1.001809	0.188799	0.221987	0.297124	0.032149	0.373035	0.166197	0.085184	0.042483	0.380997	0.087564	0.357545	0.211121	0.141027	0.147997	0.034402	0.128167	0.292594	0.147556	0.187535	0.198792	0.004964	0.27411	0.087798	0.156808	0.193685	0.545526	0.735986	0.072825	0.12834	0.127371	0.554782	0.298617	0.06224	0.411488	0.041067	0.242865	0.146681	0.170154	0.273229	0.073399	0.193218	0.538258	0.050206	0.301798	0.17555	0.579342	0.09579	0.037583	0.053413	0.345818	0.471618
0.107208	0.220419	0.095224	0.143071	0.292158	0.870586	0.941409	0.34828	0.349658	0.315372	0.508031	0.410217	0.196929	0.288819	0.716186	0.357928	0.162535	0.236344	0.235923	0.11446	0.250696	0.276554	0.191924	0.110984	0.69405	0.63543	0.334409	0.423754	0.090889	0.422432	0.125611	0.178262	0.916317	0.113219	0.273055	0.331268	0.031222	0.365208	0.172088	0.092928	0.044523	0.305751	0.07313	0.370355	0.247961	0.136781	0.145884	0.044122	0.159746	0.254259	0.123536	0.183331	0.200851	0.01114	0.246673	0.087798	0.193599	0.147248	0.475491	0.60067	0.095135	0.10195	0.131328	0.60346	0.342906	0.064043	0.317797	0.037499	0.316111	0.148796	0.105996	0.259592	0.080824	0.184776	0.392592	0.035075	0.292202	0.254074	0.511414	0.105452	0.045067	0.064618	0.433057	0.476247
0.124934	0.15118	0.093366	0.101094	0.283562	0.738995	1.026846	0.343999	0.422267	0.28288	0.270259	0.332403	0.088531	0.297835	0.611774	0.204098	0.159894	0.177256	0.246911	0.097937	0.249738	0.2146	0.168177	0.083116	0.814576	0.725894	0.315474	0.314873	0.095718	0.250695	0.26961	0.170671	0.978385	0.185684	0.222281	0.323418	0.022798	0.32493	0.22203	0.057493	0.027194	0.324264	0.071524	0.505961	0.156436	0.126609	0.115054	0.043459	0.157682	0.301124	0.156466	0.402507	0.248696	0.005814	0.202005	0.086126	0.163652	0.23009	0.599832	0.537313	0.069502	0.164687	0.111743	0.629598	0.215471	0.048141	0.284523	0.041125	0.281312	0.14003	0.148568	0.262519	0.06945	0.190741	0.388203	0.038566	0.210021	0.177284	0.615114	0.091992	0.04784	0.047899	0.403086	0.270339
0.164049	0.150556	0.084782	0.132788	0.327772	1.030112	0.971935	0.409412	0.367941	0.22098	0.366777	0.351838	0.152714	0.388562	0.628846	0.24815	0.261364	0.275111	0.212277	0.074792	0.258452	0.195328	0.180421	0.102715	0.814576	0.649757	0.331927	0.370087	0.097242	0.189064	0.266242	0.156068	0.963758	0.185684	0.224732	0.383472	0.028	0.324371	0.243932	0.082422	0.032826	0.30029	0.087465	0.68257	0.168957	0.124496	0.119629	0.04745	0.13801	0.277839	0.15132	0.257395	0.266214	0.009041	0.340611	0.086126	0.163652	0.239198	0.599832	0.47448	0.086801	0.184823	0.144625	0.482478	0.312384	0.06433	0.304347	0.040908	0.242606	0.167636	0.111674	0.23338	0.06929	0.204478	0.331841	0.049004	0.287129	0.310684	0.553003	0.101842	0.048232	0.05077	0.403426	0.403449
0.122554	0.184359	0.080202	0.144963	0.252538	0.853238	1.236044	0.267408	0.359082	0.304441	0.275624	0.452259	0.124733	0.453005	0.594157	0.234557	0.284384	0.196909	0.210399	0.061898	0.32836	0.18935	0.182337	0.111955	0.584675	0.686249	0.406735	0.321196	0.069783	0.134027	0.519289	0.18062	0.628672	0.085961	0.227684	0.542191	0.028084	0.32824	0.176239	0.056984	0.02606	0.303019	0.090301	0.792195	0.113102	0.117172	0.119138	0.046478	0.134044	0.182236	0.110696	0.615591	0.379592	0.009376	0.260473	0.064213	0.144309	0.352913	0.738391	0.83052	0.046806	0.376088	0.110642	0.510729	0.231382	0.025875	0.353304	0.176694	0.362534	0.192955	0.113388	0.291608	0.075201	0.177805	0.298801	0.040797	0.066669	0.237509	0.636425	0.106623	0.028019	0.035645	0.497622	0.382377
0.123822	0.128267	0.080202	0.117334	0.313219	0.815512	1.28979	0.368233	0.239958	0.275797	0.301874	0.514619	0.165289	0.272216	0.593458	0.255826	0.284384	0.245309	0.214049	0.074773	0.258948	0.216926	0.218884	0.106024	0.817799	0.824503	0.344495	0.308903	0.088704	0.126105	0.451557	0.188824	0.816211	0.128862	0.18563	0.417185	0.028554	0.338764	0.226168	0.063512	0.034914	0.303286	0.093646	1.200154	0.125965	0.144832	0.11147	0.046478	0.158224	0.266167	0.107009	0.594262	0.357446	0.013814	0.225659	0.089345	0.138013	0.289578	0.738391	0.742622	0.043367	0.334162	0.112345	0.528717	0.206174	0.052636	0.344425	0.069244	0.356884	0.177469	0.157927	0.260571	0.076671	0.181651	0.331035	0.057527	0.247547	0.166105	0.822817	0.112462	0.041964	0.030847	0.400246	0.333367
0.133787	0.145448	0.046333	0.136067	0.369784	0.911997	0.877597	0.23564	0.3386	0.177692	0.335469	0.372784	0.129928	0.420625	0.449669	0.264709	0.271076	0.29883	0.094933	0.074527	0.320037	0.12341	0.142876	0.100834	0.8086	0.715926	0.461701	0.373806	0.069955	0.181855	0.403585	0.166281	0.55204	0.147712	0.253589	0.373913	0.041753	0.330866	0.164332	0.051403	0.030764	0.305693	0.081194	0.936369	0.08174	0.137233	0.121394	0.044009	0.148834	0.228381	0.103443	0.755422	0.440467	0.014894	0.190813	0.116765	0.079384	0.37356	0.670784	0.597383	0.045526	0.35259	0.089554	0.382426	0.132528	0.028426	0.480531	0.198877	0.360102	0.118032	0.113933	0.314606	0.060302	0.176609	0.431042	0.045236	0.130295	0.216998	0.754304	0.08987	0.026981	0.034429	0.544633	0.367707
0.149125	0.135104	0.047763	0.17434	0.293958	0.921256	0.782088	0.370483	0.415414	0.241633	0.25894	0.532453	0.154197	0.413173	0.462558	0.211482	0.309652	0.196153	0.168073	0.081913	0.297231	0.146108	0.210655	0.111721	0.692117	0.714794	0.38705	0.367506	0.07143	0.269465	0.430609	0.122328	0.824498	0.225767	0.265071	0.376999	0.027262	0.356841	0.165291	0.063074	0.03089	0.251683	0.093432	0.895754	0.099643	0.140606	0.162077	0.046674	0.15437	0.221924	0.122007	0.617494	0.351461	0.015079	0.195256	0.116765	0.153782	0.457698	0.709779	0.597361	0.069627	0.347549	0.112454	0.448172	0.248659	0.046079	0.475105	0.054909	0.699601	0.108934	0.112347	0.314606	0.058026	0.174929	0.320492	0.056496	0.16175	0.172358	1.025387	0.107456	0.028368	0.033046	0.560057	0.367707
0.121725	0.123501	0.038204	0.159879	0.230699	0.891614	0.806639	0.230899	0.365817	0.110119	0.244834	0.496335	0.150978	0.573079	0.416773	0.189732	0.303748	0.123548	0.088631	0.091842	0.465102	0.155239	0.171026	0.114253	0.652707	0.657145	0.665697	0.277311	0.058996	0.185176	0.462646	0.145661	0.331123	0.174648	0.179713	0.331193	0.1078	0.34876	0.208155	0.056142	0.027936	0.308902	0.103208	0.945168	0.098903	0.148442	0.125365	0.039683	0.138866	0.1803	0.12348	0.779763	0.371951	0.013549	0.247588	0.065716	0.09607	0.446155	0.734281	0.57301	0.071174	0.551838	0.080094	0.31218	0.177216	0.021571	0.315886	0.386781	0.681947	0.139703	0.107255	0.277182	0.067575	0.134612	0.458076	0.061589	0.124293	0.346323	0.397866	0.082936	0.041487	0.046143	0.522512	0.22218
0.120086	0.120879	0.03575	0.176018	0.323285	0.671143	0.792706	0.362111	0.478936	0.156769	0.25414	0.674013	0.193053	0.267893	0.47251	0.189545	0.285086	0.233466	0.100146	0.122845	0.39466	0.155318	0.121027	0.097968	0.617855	0.717494	0.412417	0.278815	0.071541	0.22315	0.489965	0.102272	0.604167	0.205722	0.159946	0.443279	0.033604	0.399646	0.270797	0.046118	0.023002	0.258553	0.084714	0.747362	0.100025	0.163559	0.101892	0.041338	0.125968	0.126544	0.100465	0.768917	0.422904	0.012238	0.198795	0.077222	0.135173	0.485739	0.746	0.808721	0.093188	0.488982	0.099096	0.377545	0.166129	0.057841	0.366465	0.160552	0.888718	0.081722	0.128896	0.242074	0.055811	0.164445	0.42255	0.064914	0.082164	0.353175	0.629116	0.085909	0.048293	0.036221	0.631833	0.382806
0.119817	0.078837	0.023148	0.185063	0.339505	0.670791	0.811207	0.284235	0.491835	0.16317	0.357518	0.440065	0.206383	0.412225	0.431747	0.199481	0.244732	0.166925	0.127067	0.098207	0.530798	0.126882	0.09255	0.105456	0.737857	0.743289	0.607655	0.300545	0.086412	0.245	0.484985	0.153786	0.532469	0.210232	0.181139	0.393824	0.042743	0.351364	0.156709	0.050649	0.022514	0.348338	0.108806	0.743109	0.078885	0.123619	0.103151	0.050153	0.118807	0.220231	0.120965	0.776003	0.435093	0.01143	0.214007	0.105433	0.127236	0.557778	0.656328	0.740149	0.080862	0.627471	0.092842	0.222738	0.175855	0.02537	0.339813	0.180785	0.667357	0.119848	0.105774	0.248332	0.059798	0.163444	0.466191	0.067326	0.082785	0.327252	0.734209	0.07814	0.040196	0.034473	0.466048	0.257943
0.124111	0.024047	0.058565	0.204791	0.250177	0.670791	0.768854	0.292226	0.490664	0.138157	0.3563	0.423286	0.157259	0.461639	0.497999	0.195854	0.244732	0.210974	0.127067	0.106012	0.583454	0.129411	0.09255	0.121298	0.666452	0.642169	0.660486	0.317074	0.120272	0.206241	0.636144	0.091762	0.424303	0.177399	0.201422	0.364497	0.084848	0.282949	0.334219	0.05186	0.026528	0.25485	0.116839	0.672802	0.098351	0.123275	0.077463	0.049535	0.120384	0.232324	0.090069	0.74931	0.37116	0.013099	0.200564	0.083073	0.186121	0.545642	0.674004	0.480483	0.059507	0.499184	0.071787	0.222738	0.153956	0.036636	0.30139	0.530077	0.438445	0.106077	0.090049	0.259849	0.07154	0.144721	0.532728	0.056069	0.089501	0.369311	0.320485	0.0807	0.052552	0.045626	0.316723	0.257943
0.118947	0.0474	0.018238	0.221519	0.19733	0.612597	0.827088	0.267724	0.498665	0.090332	0.198882	0.449117	0.172958	0.414884	0.517937	0.229682	0.228154	0.203206	0.128557	0.076793	0.580857	0.113693	0.098108	0.121455	0.629599	0.651158	0.759757	0.35509	0.073054	0.193265	0.513678	0.066077	0.259009	0.085475	0.165724	0.305455	0.340625	0.293935	0.229322	0.047433	0.03432	0.285671	0.147662	0.672242	0.089736	0.117441	0.083911	0.05791	0.109664	0.388206	0.102064	0.560768	0.26732	0.009909	0.173926	0.078614	0.175207	0.504784	0.665139	0.753247	0.08698	0.617209	0.070424	0.157706	0.104466	0.038601	0.289725	0.872825	0.509235	0.121306	0.081111	0.360102	0.085624	0.216507	0.400431	0.067269	0.110911	0.645967	0.347401	0.086317	0.057365	0.082251	0.287417	0.245893
0.113635	0.060811	0.035315	0.260167	0.191156	0.51823	0.881421	0.268139	0.505054	0.172952	0.198847	0.412514	0.173798	0.379262	0.614977	0.131318	0.284902	0.209126	0.115344	0.078107	0.621335	0.116965	0.118704	0.203327	0.69328	0.671146	0.707682	0.417619	0.023622	0.173174	0.490856	0.070986	0.446404	0.019522	0.094301	0.384656	0.18395	0.322509	0.233974	0.049194	0.026711	0.308968	0.13056	0.584011	0.115434	0.124181	0.111601	0.055867	0.111398	0.335217	0.106871	0.679681	0.325047	0.008901	0.172551	0.041369	0.162255	0.396159	0.669643	0.862407	0.069688	0.616803	0.080755	0.175146	0.119176	0.019131	0.251594	0.626436	0.460987	0.132159	0.110908	0.33907	0.056421	0.102594	0.471851	0.081886	0.090211	0.433034	0.381143	0.07171	0.035355	0.053584	0.275485	0.291632
0.119054	0.054792	0.042432	0.23665	0.190986	0.556085	0.736949	0.181481	0.46608	0.11584	0.178052	0.34709	0.148024	0.374791	0.520398	0.205613	0.149601	0.203562	0.129232	0.10725	0.454982	0.136572	0.08981	0.141303	0.594865	0.694796	0.788772	0.289261	0.065187	0.17953	0.437306	0.082107	0.141785	0.137969	0.106724	0.306959	0.871657	0.248056	0.309029	0.066881	0.046309	0.306393	0.257616	0.678698	0.090454	0.156288	0.12777	0.055867	0.119616	0.602529	0.102238	0.346042	0.134393	0.008178	0.222529	0.081037	0.116136	0.593537	0.62204	0.664202	0.063572	0.516347	0.062651	0.098546	0.099505	0.079934	0.307527	0.801272	0.542084	0.116285	0.101912	0.605723	0.104369	0.115597	0.38709	0.067402	0.12699	0.673142	0.128718	0.093639	0.056586	0.109601	0.348503	0.2642
0.129375	0.067904	0.006734	0.210465	0.206491	0.637969	0.788672	0.238571	0.558183	0.08094	0.281715	0.46479	0.209751	0.306657	0.526942	0.193561	0.203325	0.227389	0.25649	0.071687	0.509247	0.13081	0.072114	0.192958	0.532508	0.764504	0.712857	0.339249	0.077792	0.344867	0.410084	0.090353	0.162399	0.021913	0.145346	0.254533	0.878744	0.234257	0.304837	0.052515	0.039471	0.259115	0.241847	0.650124	0.107264	0.111323	0.113279	0.06021	0.112597	0.537055	0.103212	0.322634	0.166579	0.008878	0.24093	0.094357	0.140073	0.541142	0.563251	0.576025	0.044011	0.405083	0.046785	0.111538	0.134856	0.043659	0.301514	0.630349	0.309202	0.096061	0.18557	0.578255	0.083617	0.068953	0.473483	0.063216	0.094745	0.500736	0.140222	0.104757	0.060585	0.112492	0.155973	0.216085
0.150748	0.059326	0.011281	0.196402	0.211709	0.528915	0.623754	0.26198	0.505317	0.088447	0.267374	0.470731	0.248057	0.398784	0.593652	0.160582	0.17528	0.273509	0.289637	0.098712	0.462653	0.136012	0.072114	0.17371	0.693618	0.739865	0.798478	0.299757	0.071661	0.25951	0.402648	0.061813	0.109532	0.069991	0.151171	0.318954	0.898668	0.195491	0.263687	0.057788	0.044772	0.275184	0.274046	0.306076	0.080281	0.18383	0.131212	0.081519	0.103691	0.452349	0.118164	0.155482	0.131039	0.017901	0.251189	0.069981	0.156058	0.592146	0.542514	0.616863	0.054818	0.337292	0.065089	0.085891	0.124549	0.087008	0.297536	0.451987	0.23911	0.129557	0.304658	0.412462	0.107552	0.063762	0.315421	0.055592	0.199527	0.288447	0.077065	0.09591	0.072533	0.115362	0.192575	0.181098
0.104264	0.035472	0.016243	0.186429	0.188602	0.585422	0.792704	0.262541	0.59945	0.126949	0.25925	0.428041	0.253487	0.293238	0.477801	0.164822	0.195801	0.29617	0.46711	0.086641	0.6221	0.160145	0.090264	0.183579	0.58393	0.623574	0.783079	0.311437	0.06179	0.262306	0.54297	0.107483	0.196163	0.138657	0.142758	0.394854	0.832725	0.238703	0.379475	0.07128	0.041243	0.288907	0.235125	0.733924	0.105547	0.147451	0.126386	0.083409	0.129055	0.272478	0.072349	0.395965	0.123594	0.019503	0.271442	0.070639	0.184534	0.694019	0.578988	0.750184	0.103732	0.350134	0.066188	0.13265	0.154556	0.061485	0.303645	0.683894	0.439566	0.100597	0.324933	0.236992	0.087088	0.100294	0.362694	0.048273	0.116674	0.310932	0.071488	0.114543	0.058813	0.098294	0.286454	0.156067
0.157771	0.080275	0.015694	0.206972	0.20582	0.556735	0.89846	0.258142	0.568069	0.180477	0.243612	0.397978	0.346129	0.361427	0.466831	0.274424	0.260101	0.351408	0.304457	0.098579	0.344871	0.186359	0.116681	0.148417	0.64447	0.808868	0.838472	0.314267	0.078139	0.289314	0.235819	0.154961	0.15425	0.116082	0.174723	0.252598	0.59383	0.241194	0.198428	0.068658	0.056208	0.291173	0.339195	0.36145	0.139974	0.18024	0.117358	0.100471	0.17492	0.709264	0.112749	0.09186	0.109556	0.023528	0.32829	0.086313	0.160359	0.588904	0.511767	0.578444	0.12223	0.237921	0.073153	0.123221	0.123492	0.127522	0.225576	0.171304	0.125529	0.174031	0.598616	0.902586	0.09697	0.085571	0.24032	0.072078	0.222822	0.280761	0.056802	0.121935	0.079053	0.104896	0.408758	0.169132
0.174994	0.081839	0.02673	0.203238	0.213954	0.594395	0.800276	0.279245	0.603801	0.161377	0.258208	0.392189	0.255267	0.290879	0.527385	0.235804	0.256153	0.244127	0.638933	0.103834	0.443195	0.181777	0.116681	0.141367	0.579606	0.62859	0.809093	0.325071	0.089734	0.254897	0.265325	0.153201	0.153715	0.119332	0.15155	0.344101	0.913397	0.233518	0.24782	0.062132	0.052243	0.264508	0.255896	0.477725	0.132093	0.139238	0.116051	0.105875	0.170053	0.522231	0.091736	0.148016	0.152869	0.014321	0.311044	0.077901	0.120742	0.628904	0.629927	0.653082	0.122093	0.317451	0.083287	0.111765	0.142834	0.098912	0.255968	0.320146	0.566272	0.154937	0.532585	0.571028	0.098887	0.094626	0.247435	0.066346	0.179797	0.561299	0.086366	0.133167	0.081603	0.122734	0.289186	0.177339
0.179269	0.097066	0.021939	0.211699	0.263142	0.439068	0.879218	0.262161	0.617632	0.227165	0.329295	0.397937	0.206051	0.387193	0.500714	0.373427	0.183044	0.268439	0.789005	0.115533	0.298751	0.174138	0.178408	0.205748	0.609743	0.778202	0.784757	0.412025	0.073033	0.212302	0.087907	0.148534	0.19682	0.2203	0.171955	0.370399	0.542439	0.270935	0.206656	0.075636	0.0603	0.242832	0.332562	0.306587	0.14694	0.100286	0.126911	0.139401	0.162585	0.476997	0.13918	0.115688	0.118395	0.023744	0.307556	0.144345	0.244253	0.502208	0.518278	0.621513	0.151581	0.222514	0.072474	0.158956	0.179722	0.099839	0.250118	0.179964	0.102369	0.171715	0.68321	1.004546	0.140374	0.090978	0.223928	0.071821	0.229893	0.630237	0.071587	0.126131	0.103036	0.106389	0.400928	0.194097
0.141988	0.13262	0.035783	0.23464	0.230024	0.439068	0.875622	0.275583	0.52721	0.129113	0.243325	0.472614	0.228744	0.342736	0.483712	0.348493	0.183044	0.310952	0.899853	0.102936	0.340572	0.145733	0.178408	0.215188	0.544296	0.827599	0.812006	0.395868	0.081495	0.177947	0.229565	0.152886	0.202911	0.2203	0.198367	0.509753	0.792094	0.229106	0.201973	0.06679	0.055408	0.214977	0.277892	0.328665	0.110825	0.129021	0.148096	0.139401	0.134849	0.396495	0.091498	0.114231	0.118051	0.026243	0.300522	0.144345	0.151099	0.483119	0.520354	0.621513	0.17478	0.260177	0.08188	0.122978	0.170015	0.082325	0.295752	0.234929	0.206066	0.135748	0.71746	0.574379	0.151744	0.059843	0.319219	0.086381	0.370035	0.609254	0.061961	0.14974	0.19202	0.104045	0.400082	0.176348
0.172346	0.246157	0.034512	0.274599	0.14981	0.469444	0.7497	0.316555	0.608476	0.213057	0.326236	0.480915	0.25646	0.250548	0.492432	0.268453	0.225525	0.326926	0.817933	0.130653	0.293324	0.178888	0.298381	0.22627	0.664422	0.763335	0.756161	0.349622	0.105535	0.219588	0.093343	0.111733	0.189365	0.167628	0.170723	0.673033	0.415364	0.202465	0.326055	0.078619	0.090824	0.229315	0.349844	0.340749	0.13661	0.13573	0.164207	0.175219	0.157757	0.439778	0.12068	0.119222	0.129909	0.018969	0.339731	0.291171	0.264022	0.403409	0.397162	0.503252	0.342463	0.290874	0.078675	0.136897	0.127916	0.08105	0.342363	0.176154	0.195112	0.172148	0.853559	0.94765	0.320901	0.071268	0.206859	0.087492	0.34635	0.69571	0.065118	0.145222	0.250036	0.084882	0.335331	0.229077
0.164214	0.318329	0.025289	0.1919	0.13726	0.469444	0.81766	0.278858	0.528457	0.151922	0.29334	0.294754	0.243269	0.350074	0.576796	0.354169	0.208175	0.273599	0.635104	0.115989	0.182611	0.217475	0.815495	0.227445	0.643747	0.704193	0.755699	0.352548	0.10697	0.215183	0.128746	0.130749	0.135225	0.145479	0.214791	0.771901	0.466707	0.275349	0.286317	0.072661	0.075838	0.240418	0.357151	0.23179	0.135312	0.194264	0.233172	0.184153	0.145235	0.440953	0.129096	0.079513	0.113044	0.019327	0.242291	0.281965	0.293035	0.250011	0.31336	0.503252	0.342463	0.307813	0.087278	0.09024	0.13202	0.076237	0.29729	0.177821	0.210697	0.126231	0.767996	0.825926	0.42365	0.0683	0.217794	0.086929	0.329586	0.486444	0.072409	0.134386	0.302162	0.080547	0.232092	0.271545
0.176183	0.64089	0.047617	0.140924	0.244369	0.255499	0.479068	0.272378	0.211185	0.124399	0.19995	0.157408	0.317197	0.276952	0.339115	0.173948	0.18234	0.292455	0.281474	0.087277	0.285724	0.156765	0.626239	0.19062	0.685484	0.635357	0.531475	0.310028	0.122817	0.281628	0.043232	0.375983	0.143082	0.219905	0.172259	0.49397	0.15736	0.169828	0.241595	0.059899	0.228689	0.208027	0.425364	0.246153	0.081038	0.133573	0.778037	0.255733	0.182571	0.25734	0.172236	0.094904	0.128841	0.022558	0.133474	0.250768	0.503012	0.163931	0.242963	0.480076	0.512263	0.417091	0.103069	0.126618	0.125421	0.083311	0.303885	0.253842	0.385619	0.035448	0.546558	0.87964	0.881461	0.097945	0.438406	0.061723	0.105438	0.440468	0.112876	0.138151	0.557765	0.02819	0.195908	0.256059
0.110384	0.735768	0.065167	0.174924	0.151622	0.413437	0.258187	0.250537	0.22597	0.159327	0.18266	0.295024	0.217226	0.592222	0.236809	0.220863	0.169975	0.265833	0.385961	0.102359	0.279902	0.174552	0.512201	0.127792	0.535577	0.551833	0.647913	0.242991	0.136045	0.182615	0.152477	0.320472	0.151203	0.192173	0.243564	0.32151	0.391272	0.236603	0.167805	0.077322	0.056269	0.208092	0.292101	0.272981	0.090039	0.106248	0.701899	0.281305	0.162681	0.235318	0.106579	0.270283	0.149593	0.020271	0.087448	0.283126	0.69998	0.164707	0.176732	0.351233	0.554895	0.278692	0.132113	0.107276	0.108444	0.045037	0.285171	0.58611	0.79807	0.168633	0.427266	0.604463	0.958159	0.110818	0.527159	0.071089	0.123199	0.76844	0.063408	0.130316	0.693854	0.060368	0.325834	0.43301
0.140567	0.84478	0.076398	0.183622	0.155415	0.265459	0.367609	0.206714	0.135486	0.140946	0.183582	0.380278	0.348495	0.322362	0.407048	0.255669	0.11538	0.189321	0.24982	0.094733	0.316435	0.198941	0.398443	0.096122	0.560607	0.566795	0.565212	0.299724	0.174871	0.185161	0.102055	0.465578	0.118914	0.096383	0.181231	0.318267	0.226821	0.17336	0.204002	0.065152	0.116004	0.134324	0.35417	0.152636	0.062697	0.088472	0.903559	0.254451	0.160753	0.27024	0.090889	0.128984	0.116927	0.019678	0.176339	0.392969	0.733153	0.17642	0.264559	0.239062	0.651441	0.260445	0.108989	0.067505	0.108643	0.04843	0.256383	0.352998	0.344459	0.160242	0.267676	0.584011	0.867573	0.076648	0.647164	0.063324	0.045143	0.980709	0.079481	0.157538	0.777128	0.047745	0.226375	0.764134
0.177914	0.66245	0.049062	0.177357	0.142957	0.380747	0.374826	0.298793	0.155935	0.108769	0.258671	0.355198	0.378191	0.571303	0.350994	0.298375	0.163448	0.191096	0.380787	0.150701	0.294403	0.200867	0.55937	0.098216	0.529907	0.361485	0.570142	0.169203	0.139671	0.254786	0.184845	0.234816	0.162638	0.188358	0.167602	0.384469	0.170915	0.157564	0.200381	0.074476	0.052772	0.185625	0.211386	0.355715	0.06193	0.111748	0.920378	0.300841	0.17232	0.245974	0.098628	0.551089	0.210576	0.019606	0.152251	0.405979	0.762616	0.317355	0.10842	0.244295	0.652453	0.372885	0.121507	0.072559	0.096863	0.042031	0.264806	0.860781	0.614081	0.216666	0.25857	0.374729	0.857703	0.096782	0.542602	0.060134	0.083665	1.102715	0.109107	0.138371	0.788853	0.035694	0.318614	1.040396
0.157179	0.838135	0.053697	0.275137	0.230346	0.267682	0.166828	0.268043	0.17794	0.187821	0.272537	0.303419	0.33381	0.439665	0.401929	0.283916	0.165018	0.266592	0.238758	0.126901	0.333651	0.234102	0.612785	0.136062	0.550639	0.516123	0.487104	0.217756	0.169333	0.207588	0.100326	0.389313	0.12555	0.179522	0.180292	0.31875	0.096294	0.184303	0.311187	0.067379	0.324567	0.144191	0.414169	0.244139	0.097657	0.103827	1.176937	0.338541	0.179112	0.217718	0.165075	0.116115	0.116899	0.022942	0.171744	0.345925	0.762316	0.222481	0.28167	0.275408	0.67176	0.349087	0.110145	0.114413	0.122368	0.091099	0.216832	0.262711	0.335177	0.132518	0.300921	0.705851	0.918717	0.039825	0.450483	0.070444	0.063647	0.928478	0.111157	0.134061	0.745364	0.030523	0.304753	0.711884
0.144123	0.692593	0.045266	0.132451	0.198389	0.1767	0.208596	0.161762	0.10818	0.092057	0.159269	0.577595	0.280036	0.658978	0.345315	0.275587	0.103124	0.167829	0.251297	0.113299	0.431534	0.164214	0.508629	0.125837	0.626411	0.452086	0.511509	0.178452	0.191943	0.271044	0.07268	0.655248	0.165883	0.23523	0.180867	0.350717	0.203436	0.225836	0.195447	0.08743	0.07266	0.149746	0.321801	0.420556	0.099643	0.145456	1.065423	0.422853	0.155343	0.259961	0.099551	0.272362	0.169846	0.026385	0.198249	0.232242	0.810372	0.229685	0.251336	0.231571	0.811605	0.332993	0.162112	0.085939	0.125652	0.043147	0.230767	0.452986	0.982329	0.19751	0.199462	0.687956	0.850609	0.084886	0.630742	0.057756	0.115152	0.733278	0.113063	0.12168	0.807132	0.044099	0.21921	0.857743
0.058305	0.353282	1.148362	0.163582	0.136043	0.659715	0.743423	0.125774	0.354763	0.185765	0.564208	0.326128	0.148954	0.839095	0.556525	0.111206	0.142513	0.11819	0.016759	0.092814	0.217546	0.275292	0.155607	0.082882	0.483056	0.208698	0.276089	0.11882	0.951902	1.067942	0.089663	0.218248	0.318077	0.301174	0.149854	0.703906	0.014322	0.147148	0.141879	0.053087	0.01903	0.429781	0.064381	0.513571	0.072596	0.060187	0.100132	0.021132	0.081058	0.161263	0.087002	0.158557	0.059487	0.013643	0.166876	0.056785	0.098196	1.101509	0.54109	0.373994	0.06719	0.096824	0.107416	0.359723	0.178787	0.009572	0.158752	0.078733	0.387479	0.150198	0.334011	0.187673	0.043354	0.105528	0.75277	0.042922	1.349228	0.25991	0.245669	0.034187	0.044176	0.423275	0.32045	0.265749
0.061587	0.35287	1.476735	0.163582	0.157769	0.553775	0.750165	0.158943	0.343462	0.182706	0.630295	0.447747	0.198394	0.710797	0.523505	0.091985	0.164833	0.11819	0.024177	0.110182	0.148815	0.236747	0.146479	0.055958	0.483056	0.288346	0.22497	0.115724	0.951461	1.028026	0.088447	0.2026	0.342424	0.293774	0.115977	0.696094	0.010333	0.147148	0.124507	0.04919	0.023548	0.434633	0.056508	0.666209	0.096851	0.052656	0.102831	0.029801	0.09215	0.14367	0.07137	0.148483	0.06106	0.011839	0.182755	0.060357	0.128009	0.814152	0.561333	0.27266	0.08286	0.067155	0.126399	0.358596	0.239742	0.015442	0.147708	0.047722	0.370179	0.191357	0.209336	0.201323	0.050348	0.179986	0.75225	0.03665	1.268547	0.201091	0.203869	0.01946	0.046083	0.446824	0.25381	0.544101
